DATE,PLAYER,PLAYER ROLE,OPP,PREDICTION,BOOK LINE,ACTUAL,OVER/UNDER,DIFFERENCE,% ERROR,NOTES,TYPE,TIER,HIT/MISS,# TRAINED ON,R^2,,,,,,,,,,
8/1/2026,Breanna Stewart,Secondary Scorer,PHX,10.1,8.5,9,OVER,-1.1,,,REB,STRONG,Hit,,-0.1371,,,,,,,,,,
8/1/2026,A'ja Wilson,Engine,PHX,7.9,8.5,11,UNDER,3.1,,,REB,LEAN,Miss,,-0.159,,,,,,,,,,
8/1/2026,A'ja Wilson,Secondary Scorer,CHI,6.6,7.5,5,UNDER,-1.6,,,AST,LEAN,Hit,,-0.2373,,,,,,,,,,
8/1/2026,Breanna Stewart,Engine,PHX,2.3,3.5,2,UNDER,-0.3,,,AST,LOCK,Hit,,-0.5699,,,,,,,,,,
8/1/2026,Breanna Stewart,Secondary Scorer,PHX,2.8,2.5,5,OVER,2.2,,,AST,LOCK,Hit,,-0.5699,,,,,,,,,,
8/1/2026,Breanna Stewart,Engine,PHX,0.8,0.5,0,OVER,-0.8,,,FG3M,LOCK,Miss,,-0.7228,,,,,,,,,,
8/1/2026,Breanna Stewart,Specialist,LV,1,1.5,2,UNDER,1,,,FG3M,STRONG,Miss,,-0.7228,,,,,,,,,,
8/2/2026,Carla Leite,Creator,LA,5.7,6.5,7,UNDER,1.3,,,AST,LOCK,Miss,,,,,,,,,,,,
8/2/2026,Courtney Williams,Connector,IND,14.9,12.5,27,OVER,12.1,,,PTS,LOCK,Hit,,,,,,,,,,,,
8/2/2026,Gabby Williams,Connector,TOR,16.2,14.5,15,OVER,-1.2,,NONE,PTS,LOCK,Hit,,,,,,,,,,,,
8/2/2026,Gabby Williams,Connector,TOR,3.7,2.5,2,OVER,-1.7,,NONE,REB,LOCK,Miss,,,,,,,,,,,,
8/2/2026,Gabby Williams,Connector,TOR,2.9,2.5,1,OVER,-1.9,,NONE,AST,LOCK,Miss,,,,,,,,,,,,
8/2/2026,Kayla McBride,Specialist,IND,24.2,16.5,10,OVER,-14.2,,,PTS,LOCK,Miss,,,,,,,,,,,,
8/2/2026,Kelsey Mitchell,Secondary Scorer,MIN,2.8,2.5,6,OVER,3.2,,,FG3M,LOCK,Hit,,,,,,,,,,,,
8/2/2026,Arike Ogunbowale,Secondary Scorer,WAS,1.2,1.5,,UNDER,-1.2,,,FG3M,STRONG,,,,,,,,,,,,,
8/2/2026,Azzi Fudd,Engine,WAS,1.6,2.5,4,UNDER,2.4,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/3/2026,Breanna Stewart,Engine,SEA,0.7,0.5,2,OVER,1.3,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/3/2026,Flau'jae Johnson,Rebounding/Defense,NYL,3,3.5,11,UNDER,8,,,AST,STRONG,Miss,,,,,,,,,,,,
8/3/2026,Flau'jae Johnson,Specialist,NYL,1,1.5,4,UNDER,3,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/3/2026,Jonquel Jones,Rebounding/Defense,SEA,1.7,1.5,17,OVER,15.3,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/3/2026,Jordin Canada,Connector,ATL,12,10.5,4,OVER,-8,,,PTS,STRONG,Miss,,,,,,,,,,,,
8/3/2026,Jordin Canada,Engine,ATL,4.1,3.5,10,OVER,5.9,,,REB,STRONG,Hit,,,,,,,,,,,,
8/3/2026,Jordin Canada,Engine,ATL,7.4,8.5,2,UNDER,-5.4,,,AST,STRONG,Hit,,,,,,,,,,,,
8/3/2026,Kelsey Plum,Connector,ATL,3.8,1.5,3,OVER,-0.8,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/5/2026,Kiki Iriafen,,DAL,8.1,9.5,,UNDER,-8.1,,,REB,STRONG,,,,,,,,,,,,,
8/3/2026,Natasha Cloud,Engine,LA,2.2,3.5,10,UNDER,7.8,,,REB,STRONG,Miss,,,,,,,,,,,,
8/3/2026,Natasha Cloud,Engine,LA,4.2,6.5,6,UNDER,1.8,,,AST,STRONG,Hit,,,,,,,,,,,,
8/3/2026,Natasha Cloud,Engine,LA,0.5,1.5,4,UNDER,3.5,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/3/2026,Natisha Hiedeman,Specialist,NYL,2,2.5,12,UNDER,10,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/3/2026,Rae Burrell,Specialist,CHI,2.1,2.5,2,UNDER,-0.1,,,REB,STRONG,Hit,,,,,,,,,,,,
8/3/2026,Rebecca Allen,Connector,LA,2.2,2.5,2,UNDER,-0.2,,,REB,STRONG,Hit,,,,,,,,,,,,
8/3/2026,Rebecca Allen,Connector,LA,0.7,1.5,6,UNDER,5.3,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/3/2026,Sabrina Ionescu,Secondary Scorer,SEA,3,4.5,5,UNDER,2,,,REB,STRONG,Miss,,,,,,,,,,,,
7/31/2026,Shakira Austin,Secondary Scorer,DAL,2.2,2.5,4,UNDER,1.8,,,AST,STRONG,Miss,,-0.0615,,,,,,,,,,
8/3/2026,Allisha Gray,Connector,PHX,20.3,18.5,4,OVER,-16.3,,,PTS,LEAN,Miss,,,,,,,,,,,,
8/3/2026,Allisha Gray,Connector,PHX,3.2,3.5,5,UNDER,1.8,,,REB,LEAN,Miss,,,,,,,,,,,,
8/3/2026,Dominique Malonga,Rebounding/Defense,NYL,16.7,15.5,15,OVER,-1.7,,,PTS,LEAN,Miss,,,,,,,,,,,,
8/5/2026,Rhyne Howard,Rebounding/Defense,PHX,3.8,3.5,9,OVER,5.2,,,REB,LEAN,Hit,,,,,,,,,,,,
8/2/2026,Kayla McBride,Specialist,IND,3.7,2.5,2,OVER,-1.7,,,FG3M,LEAN,Miss,,,,,,,,,,,,
8/2/2026,Marina Mabrey,Engine,GSV,22.3,19.5,,OVER,-22.3,,INJURY,PTS,LEAN,,,,,,,,,,,,,
8/2/2026,Marina Mabrey,Engine,GSV,3.3,3.5,,UNDER,-3.3,,INJURY,REB,LEAN,,,,,,,,,,,,,
8/2/2026,Marina Mabrey,Engine,GSV,3.5,2.5,,OVER,-3.5,,INJURY,FG3M,LEAN,,,,,,,,,,,,,
8/2/2026,Natasha Howard,Rebounding/Defense,IND,7.2,6.5,4,OVER,-3.2,,,REB,LEAN,Miss,,,,,,,,,,,,
8/2/2026,Nneka Ogwumike,Engine,POR,1.6,1.5,2,OVER,0.4,,,FG3M,LEAN,Hit,,,,,,,,,,,,
8/2/2026,Olivia Miles,Engine,IND,2.5,1.5,3,OVER,0.5,,,FG3M,LEAN,Hit,,,,,,,,,,,,
8/2/2026,Paige Bueckers,Engine,CON,5,4.5,3,OVER,-2,,,REB,LEAN,Miss,,,,,,,,,,,,
8/2/2026,Rae Burrell,Specialist,POR,2.3,2.5,2,UNDER,-0.3,,,REB,LEAN,Hit,,,,,,,,,,,,
8/3/2026,Flau'jae Johnson,Connector,NYL,3.9,2.5,3,OVER,-0.9,,,AST,LOCK,Hit,,,,,,,,,,,,
8/3/2026,Natisha Hiedeman,Creator,NYL,2.2,2.5,3,UNDER,0.8,,,FG3M,LOCK,Miss,,,,,,,,,,,,
8/3/2026,A'ja Wilson,Engine,ATL,1,0.5,1,OVER,0,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/3/2026,Allisha Gray,Secondary Scorer,LV,2,1.5,0,OVER,-2,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/3/2026,Breanna Stewart,Engine,SEA,24.2,21.5,24,OVER,-0.2,,,PTS,STRONG,Hit,,,,,,,,,,,,
8/3/2026,Chelsea Gray,Creator,ATL,2.4,1.5,1,OVER,-1.4,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/3/2026,Jackie Young,Secondary Scorer,ATL,2.8,2.5,4,OVER,1.2,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/3/2026,Jewell Loyd,Bench,ATL,2.3,1.5,2,OVER,-0.3,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/3/2026,Jonquel Jones,Rebounding/Defense,SEA,10.2,9.5,7,OVER,-3.2,,,REB,STRONG,Miss,,,,,,,,,,,,
8/3/2026,Jonquel Jones,Rebounding/Defense,SEA,2.2,2.5,2,UNDER,-0.2,,,AST,STRONG,Hit,,,,,,,,,,,,
8/3/2026,Natasha Cloud,Creator,PHX,3.3,2.5,5,OVER,1.7,,,REB,STRONG,Hit,,,,,,,,,,,,
8/3/2026,Natasha Cloud,Creator,PHX,4.3,4.5,6,UNDER,1.7,,,AST,STRONG,Miss,,,,,,,,,,,,
8/3/2026,Sabrina Ionescu,Creator,SEA,4.1,4.5,2,UNDER,-2.1,,,REB,STRONG,Hit,,,,,,,,,,,,
8/3/2026,Allisha Gray,Creator,LV,19.8,18.5,7,OVER,-12.8,,,PTS,LEAN,Miss,,,,,,,,,,,,
8/3/2026,Alyssa Thomas,Engine,CHI,7.1,8.5,12,UNDER,4.9,,,AST,LEAN,Miss,,,,,,,,,,,,
8/3/2026,Chelsea Gray,Creator,ATL,4,2.5,3,OVER,-1,,,REB,LEAN,Hit,,,,,,,,,,,,
8/3/2026,Dominique Malonga,Engine,NYL,15.8,14.5,17,OVER,1.2,,,PTS,LEAN,Hit,,,,,,,,,,,,
8/3/2026,Jackie Young,Secondary Scorer,ATL,4.6,3.5,11,OVER,6.4,,,REB,LEAN,Hit,,,,,,,,,,,,
8/3/2026,Jonquel Jones,Rebounding/Defense,SEA,14.4,13.5,20,OVER,5.6,,,PTS,LEAN,Hit,,,,,,,,,,,,
8/3/2026,Jordin Canada,Creator,LV,3.8,3.5,2,OVER,-1.8,,,REB,LEAN,Miss,,,,,,,,,,,,
8/3/2026,Kahleah Copper,Secondary Scorer,CHI,1.5,2.5,12,UNDER,10.5,,,AST,LEAN,Miss,,,,,,,,,,,,
8/3/2026,Nalyssa Smith,Rebounding/Defense,ATL,14.7,10.5,18,OVER,3.3,,,PTS,LEAN,Hit,,,,,,,,,,,,
8/4/2026,Veronica Burton,Connector,TOR,1.4,1.5,3,UNDER,1.6,,,FG3M,LEAN,Miss,,,,,,,,,,,,
8/5/2026,Arike Ogunbowale,Secondary Scorer,WAS,1.2,1.5,2,UNDER,0.8,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/5/2026,Awa Fam,Connector,NYL,14.5,9.5,13,OVER,-1.5,,,PTS,STRONG,Hit,,,,,,,,,,,,
8/5/2026,Azzi Fudd,Specialist,WAS,1.6,2.5,1,UNDER,-0.6,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/5/2026,Breanna Stewart,Engine,SEA,0.7,0.5,1,OVER,0.3,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/5/2026,Flau'jae Johnson,Connector,NYL,3,3.5,3,UNDER,0,,,AST,STRONG,Hit,,,,,,,,,,,,
8/5/2026,Flau'jae Johnson,Connector,NYL,1,1.5,1,UNDER,0,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/5/2026,Jonquel Jones,Secondary Scorer,SEA,1.7,1.5,1,OVER,-0.7,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/5/2026,Jordin Canada,Creator,PHX,12,10.5,17,OVER,5,,,PTS,STRONG,Hit,,,,,,,,,,,,
8/5/2026,Jordin Canada,Creator,PHX,4.1,3.5,5,OVER,0.9,,,REB,STRONG,Hit,,,,,,,,,,,,
8/5/2026,Jordin Canada,Creator,PHX,7.4,8.5,4,UNDER,-3.4,,,AST,STRONG,Hit,,,,,,,,,,,,
8/5/2026,Kelsey Plum,Engine,ATL,3.8,1.5,1,OVER,-2.8,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/5/2026,Kiki Iriafen,Secondary Scorer,DAL,8.1,9.5,6,UNDER,-2.1,,,REB,STRONG,Hit,,,,,,,,,,,,
8/5/2026,Natasha Cloud,Creator,LA,2.2,3.5,5,UNDER,2.8,,,REB,STRONG,Miss,,,,,,,,,,,,
8/5/2026,Natasha Cloud,Creator,LA,4.2,6.5,9,UNDER,4.8,,,AST,STRONG,Miss,,,,,,,,,,,,
8/5/2026,Natasha Cloud,Creator,LA,0.5,1.5,2,UNDER,1.5,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/5/2026,Natisha Hiedeman,Creator,NYL,2,2.5,0,UNDER,-2,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/5/2026,Rae Burrell,Specialist,CHI,2.1,2.5,2,UNDER,-0.1,,,REB,STRONG,Hit,,,,,,,,,,,,
8/5/2026,Sabrina Ionescu,Secondary Scorer,SEA,3,4.5,5,UNDER,2,,,REB,STRONG,Miss,,,,,,,,,,,,
8/5/2026,Shakira Austin,Secondary Scorer,DAL,8.4,9.5,13,UNDER,4.6,,,REB,STRONG,Miss,,,,,,,,,,,,
8/5/2026,Shakira Austin,Secondary Scorer,DAL,2.2,2.5,2,UNDER,-0.2,,,AST,STRONG,Hit,,,,,,,,,,,,
8/5/2026,Allisha Gray,Secondary Scorer,PHX,20.3,18.5,20,OVER,-0.3,,,PTS,LEAN,Hit,,,,,,,,,,,,
8/5/2026,Allisha Gray,Secondary Scorer,PHX,3.2,3.5,3,UNDER,-0.2,,,REB,LEAN,Hit,,,,,,,,,,,,
8/5/2026,Dominique Malonga,Engine,NYL,16.7,15.5,31,OVER,14.3,,,PTS,LEAN,Hit,,,,,,,,,,,,
8/5/2026,Rhyne Howard,Secondary Scorer,PHX,3.8,3.5,6,OVER,2.2,,,REB,LEAN,Hit,,,,,,,,,,,,
8/6/2026,A'ja Wilson,Engine,IND,3,3.5,3,UNDER,0,,,AST,STRONG,Hit,,,,,,,,,,,,
8/6/2026,Caitlin Clark,Engine,LV,4,4.5,3,UNDER,-1,,,REB,STRONG,Hit,,,,,,,,,,,,
8/6/2026,Carla Leite,Creator,TOR,2,2.5,4,UNDER,2,,,REB,STRONG,Miss,,,,,,,,,,,,
8/6/2026,Carla Leite,Creator,TOR,5.9,8.5,11,UNDER,5.1,,,AST,STRONG,Miss,,,,,,,,,,,,
8/6/2026,Jackie Young,Secondary Scorer,IND,5.8,6.5,9,UNDER,3.2,,,AST,STRONG,Miss,,,,,,,,,,,,
8/6/2026,Kayla McBride,Specialist,LA,2.2,2.5,1,UNDER,-1.2,,,AST,STRONG,Hit,,,,,,,,,,,,
8/6/2026,Kelsey Mitchell,Secondary Scorer,LV,2.2,2.5,2,UNDER,-0.2,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/6/2026,Marina Mabrey,Engine,POR,4.3,2.5,3,OVER,-1.3,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/6/2026,Nneka Ogwumike,Engine,MIN,3.4,2.5,0,OVER,-3.4,,,AST,STRONG,Miss,,,,,,,,,,,,
8/6/2026,Olivia Miles,Engine,LA,5.4,6.5,5,UNDER,-0.4,,,AST,STRONG,Hit,,,,,,,,,,,,
8/6/2026,Rae Burrell,Specialist,MIN,2.1,2.5,2,UNDER,-0.1,,,AST,STRONG,Hit,,,,,,,,,,,,
8/6/2026,Aliyah Boston,Secondary Scorer,LV,10.2,9.5,12,OVER,1.8,,,REB,LEAN,Hit,,,,,,,,,,,,
8/6/2026,Aliyah Boston,Secondary Scorer,LV,1.4,1.5,3,UNDER,1.6,,,FG3M,LEAN,Miss,,,,,,,,,,,,
8/6/2026,Caitlin Clark,Engine,LV,8.1,8.5,8,UNDER,-0.1,,,AST,LEAN,Hit,,,,,,,,,,,,
8/6/2026,Chelsea Gray,Creator,IND,6.9,6.5,7,OVER,0.1,,,AST,LEAN,Hit,,,,,,,,,,,,
8/6/2026,Jackie Young,Secondary Scorer,IND,4.2,4.5,4,UNDER,-0.2,,,REB,LEAN,Hit,,,,,,,,,,,,
8/6/2026,Marina Mabrey,Engine,POR,3.7,3.5,2,OVER,-1.7,,,REB,LEAN,Miss,,,,,,,,,,,,
8/6/2026,Nyara Sabally,Connector,POR,5,5.5,5,UNDER,0,,,REB,LEAN,Hit,,,,,,,,,,,,
8/7/2026,Veronica Burton,Connector,DAL,3.8,3.5,4,OVER,0.2,,,REB,LOCK,Hit,,,,,,,,,,,,
8/7/2026,Allisha Gray,Secondary Scorer,WAS,1.7,1.5,2,OVER,0.3,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/7/2026,Alyssa Thomas,Engine,CON,17.4,15.5,10,OVER,-7.4,,,PTS,STRONG,Miss,,,,,,,,,,,,
8/7/2026,Alyssa Thomas,Engine,CON,7.1,8.5,5,UNDER,-2.1,,,AST,STRONG,Hit,,,,,,,,,,,,
8/7/2026,Dewanna Bonner,Rebounding/Defense,CON,5.3,6.5,11,UNDER,5.7,,,REB,STRONG,Miss,,,,,,,,,,,,
8/7/2026,Dewanna Bonner,Rebounding/Defense,CON,0.5,1.5,0,UNDER,-0.5,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/7/2026,Diamond Miller,Connector,PHX,0.7,1.5,2,UNDER,1.3,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/7/2026,Georgia Amoore,Creator,ATL,1,1.5,0,UNDER,-1,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/7/2026,Jordin Canada,Creator,WAS,1.1,0.5,0,OVER,-1.1,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/7/2026,Kahleah Copper,Secondary Scorer,CON,1.6,2.5,1,UNDER,-0.6,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/7/2026,Kelsey Plum,Engine,CON,26.3,18.5,25,OVER,-1.3,,,PTS,STRONG,Hit,,,,,,,,,,,,
8/7/2026,Kelsey Plum,Engine,CON,2.5,1.5,0,OVER,-2.5,,,REB,STRONG,Miss,,,,,,,,,,,,
8/7/2026,Kelsey Plum,Engine,CON,7,4.5,3,OVER,-4,,,AST,STRONG,Miss,,,,,,,,,,,,
8/7/2026,Kelsey Plum,Engine,CON,3.2,1.5,3,OVER,-0.2,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/7/2026,Paige Bueckers,Engine,GSV,4.7,3.5,1,OVER,-3.7,,,REB,STRONG,Miss,,,,,,,,,,,,
8/7/2026,Rhyne Howard,Secondary Scorer,WAS,4.3,2.5,4,OVER,-0.3,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/7/2026,Sonia Citron,Engine,ATL,1,1.5,2,UNDER,1,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/7/2026,Veronica Burton,Connector,DAL,4.9,5.5,7,UNDER,2.1,,,AST,STRONG,Miss,,,,,,,,,,,,
8/7/2026,Alyssa Thomas,Engine,CON,7.8,8.5,8,UNDER,0.2,,,REB,LEAN,Hit,,,,,,,,,,,,
8/7/2026,Gabby Williams,Secondary Scorer,DAL,2.3,2.5,4,UNDER,1.7,,,AST,LEAN,Miss,,,,,,,,,,,,
8/7/2026,Georgia Amoore,Creator,ATL,3.3,3.5,0,UNDER,-3.3,,,AST,LEAN,Hit,,,,,,,,,,,,
8/7/2026,Paige Bueckers,Engine,GSV,1.4,1.5,2,UNDER,0.6,,,FG3M,LEAN,Miss,,,,,,,,,,,,
8/7/2026,Rhyne Howard,Secondary Scorer,WAS,3.3,3.5,3,UNDER,-0.3,,,REB,LEAN,Hit,,,,,,,,,,,,
8/7/2026,Shakira Austin,Secondary Scorer,ATL,8.7,9.5,11,UNDER,2.3,,,REB,LEAN,Miss,,,,,,,,,,,,
8/8/2026,Aliyah Boston,Secondary Scorer,CHI,10.3,9.5,11,OVER,0.7,,,REB,LOCK,Hit,,,,,,,,,,,,
8/8/2026,Aliyah Boston,Secondary Scorer,CHI,2.9,3.5,3,UNDER,0.1,,,AST,STRONG,Hit,,,,,,,,,,,,
8/8/2026,Bridget Carleton,Secondary Scorer,SEA,3.8,4.5,6,UNDER,2.2,,,REB,STRONG,Miss,,,,,,,,,,,,
8/8/2026,Bridget Carleton,Secondary Scorer,SEA,2.2,2.5,4,UNDER,1.8,,,AST,STRONG,Miss,,,,,,,,,,,,
8/8/2026,Bridget Carleton,Secondary Scorer,SEA,2.2,2.5,4,UNDER,1.8,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/8/2026,Caitlin Clark,Engine,CHI,4,4.5,4,UNDER,0,,,REB,STRONG,Hit,,,,,,,,,,,,
8/8/2026,Carla Leite,Creator,SEA,2.2,2.5,0,UNDER,-2.2,,INJURY,REB,STRONG,Hit,,,,,,,,,,,,
8/8/2026,Carla Leite,Creator,SEA,0.7,0.5,0,OVER,-0.7,,INJURY,FG3M,STRONG,Miss,,,,,,,,,,,,
8/8/2026,Courtney Vandersloot,Creator,IND,4.1,6.5,6,UNDER,1.9,,,AST,STRONG,Hit,,,,,,,,,,,,
8/8/2026,Emily Engstler,Connector,SEA,0.8,1.5,2,UNDER,1.2,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/8/2026,Flau'jae Johnson,Connector,POR,2.9,3.5,1,UNDER,-1.9,,,AST,STRONG,Hit,,,,,,,,,,,,
8/8/2026,Flau'jae Johnson,Connector,POR,0.9,1.5,1,UNDER,0.1,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/8/2026,Jackie Young,Secondary Scorer,MIN,1.1,2.5,3,UNDER,1.9,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/8/2026,Jade Melbourne,Creator,POR,3.8,4.5,5,UNDER,1.2,,,AST,STRONG,Miss,,,,,,,,,,,,
8/8/2026,Kelsey Mitchell,Secondary Scorer,CHI,2.8,2.5,2,OVER,-0.8,,,AST,STRONG,Miss,,,,,,,,,,,,
8/8/2026,Natasha Cloud,Creator,IND,4.5,6.5,4,UNDER,-0.5,,,AST,STRONG,Hit,,,,,,,,,,,,
8/8/2026,Natisha Hiedeman,Creator,POR,1.7,2.5,0,UNDER,-1.7,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/8/2026,Natasha Howard,Rebounding/Defense,MIN,3.8,2.5,6,OVER,2.2,,,AST,STRONG,Hit,,,,,,,,,,,,
8/8/2026,Caitlin Clark,Engine,CHI,8.1,8.5,11,UNDER,2.9,,,AST,LEAN,Miss,,,,,,,,,,,,
8/8/2026,Courtney Williams,Connector,MIN,3.3,3.5,7,UNDER,3.7,,,AST,LEAN,Miss,,,,,,,,,,,,
8/8/2026,Dominique Malonga,Engine,POR,9.3,8.5,9,OVER,-0.3,,,REB,LEAN,Hit,,,,,,,,,,,,
8/8/2026,Natisha Hiedeman,Creator,POR,2.7,2.5,3,OVER,0.3,,,REB,LEAN,Hit,,,,,,,,,,,,
8/8/2026,Olivia Miles,Engine,MIN,6.1,6.5,7,UNDER,0.9,,,AST,LEAN,Miss,,,,,,,,,,,,
8/9/2026,Kayla Thornton,Connector,LA,10.2,9.5,11,OVER,0.8,,,PTS,LOCK,Hit,,,,,,,,,,,,
8/9/2026,Shakira Austin,Secondary Scorer,PHX,2.6,2.5,3,OVER,0.4,,,AST,LOCK,Hit,,,,,,,,,,,,
8/9/2026,Azzi Fudd,Specialist,MIN,2.3,2.5,0,UNDER,-2.3,,INJURY,FG3M,STRONG,Hit,,,,,,,,,,,,
8/9/2026,Courtney Williams,Connector,DAL,15.8,13.5,3,OVER,-12.8,,,PTS,STRONG,Miss,,,,,,,,,,,,
8/9/2026,Dewanna Bonner,Rebounding/Defense,WAS,0.4,1.5,2,UNDER,1.6,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/9/2026,Gabby Williams,Secondary Scorer,LA,2.2,2.5,1,UNDER,-1.2,,,AST,STRONG,Hit,,,,,,,,,,,,
8/9/2026,Kayla Mcbride,Specialist,DAL,21.6,15.5,43,OVER,21.4,,,PTS,STRONG,Hit,,,,,,,,,,,,
8/9/2026,Kelsey Plum,Engine,WAS,3.4,1.5,1,OVER,-2.4,,INJURY,FG3M,STRONG,Miss,,,,,,,,,,,,
8/9/2026,Natasha Howard,Rebounding/Defense,DAL,17,11.5,12,OVER,-5,,NONE,PTS,STRONG,Hit,,,,,,,,,,,,
8/9/2026,Sonia Citron,Engine,PHX,17.1,15.5,19,OVER,1.9,,,PTS,STRONG,Hit,,,,,,,,,,,,
8/9/2026,Sonia Citron,Engine,PHX,1,1.5,5,UNDER,4,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/9/2026,Alyssa Thomas,Engine,WAS,6.9,7.5,10,UNDER,3.1,,,REB,LEAN,Miss,,,,,,,,,,,,
8/9/2026,Dearica Hamby,Rebounding/Defense,GSV,7.1,7.5,3,UNDER,-4.1,,,REB,LEAN,Hit,,,,,,,,,,,,
8/9/2026,Kahleah Copper,Secondary Scorer,WAS,1.6,1.5,2,OVER,0.4,,,FG3M,LEAN,Hit,,,,,,,,,,,,
8/9/2026,Natasha Howard,Rebounding/Defense,DAL,3.3,3.5,3,UNDER,-0.3,,,AST,LEAN,Hit,,,,,,,,,,,,
8/9/2026,Nneka Ogwumike,Engine,GSV,9.2,8.5,7,OVER,-2.2,,,REB,LEAN,Miss,,,,,,,,,,,,
8/9/2026,Olivia Miles,Engine,DAL,20.5,19.5,20,OVER,-0.5,,,PTS,LEAN,Hit,,,,,,,,,,,,
8/11/2026,A'ja Wilson,Engine,WAS,1.1,0.5,1,OVER,-0.1,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/11/2026,Alyssa Thomas,Engine,LA,6.5,7.5,7,UNDER,0.5,,,REB,STRONG,Hit,,,,,,,,,,,,
8/11/2026,Ariel Atkins,Connector,PHX,0.7,1.5,1,UNDER,0.3,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/11/2026,Cameron Brink,Bench,PHX,12.4,8.5,7,OVER,-5.4,,,PTS,STRONG,Miss,,,,,,,,,,,,
8/11/2026,Cameron Brink,Bench,PHX,4.8,5.5,5,UNDER,0.2,,,REB,STRONG,Hit,,,,,,,,,,,,
8/11/2026,Chelsea Gray,Creator,WAS,1.7,1.5,2,OVER,0.3,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/11/2026,Dearica Hamby,Rebounding/Defense,PHX,15.4,13.5,19,OVER,3.6,,,PTS,STRONG,Hit,,,,,,,,,,,,
8/11/2026,Dewanna Bonner,Rebounding/Defense,LA,5.5,6.5,7,UNDER,1.5,,,REB,STRONG,Miss,,,,,,,,,,,,
8/11/2026,Dewanna Bonner,Rebounding/Defense,LA,0.5,1.5,2,UNDER,1.5,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/11/2026,Erica Wheeler,Creator,PHX,1,1.5,1,UNDER,0,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/11/2026,Jackie Young,Secondary Scorer,WAS,1.1,2.5,4,UNDER,2.9,,,FG3M,STRONG,Miss,,,,,,,,,,,,
8/11/2026,Kahleah Copper,Secondary Scorer,LA,1.4,2.5,1,UNDER,-0.4,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/11/2026,Kiki Iriafen,Secondary Scorer,LV,8.5,9.5,13,UNDER,4.5,,,REB,STRONG,Miss,,,,,,,,,,,,
8/11/2026,Nneka Ogwumike,Engine,PHX,17.2,15.5,18,OVER,0.8,,,PTS,STRONG,Hit,,,,,,,,,,,,
8/11/2026,Pauline Astier,Creator,IND,4,2.5,3,OVER,-1,,,AST,STRONG,Hit,,,,,,,,,,,,
8/11/2026,Rae Burrell,Connector,PHX,2.2,2.5,6,UNDER,3.8,,,AST,STRONG,Miss,,,,,,,,,,,,
8/11/2026,Rae Burrell,Connector,PHX,0.9,1.5,0,UNDER,-0.9,,,FG3M,STRONG,Hit,,,,,,,,,,,,
8/11/2026,Sabrina Ionescu,Secondary Scorer,IND,3.8,5.5,5,UNDER,1.2,,,AST,STRONG,Hit,,,,,,,,,,,,
8/11/2026,Sonia Citron,Engine,LV,0.9,1.5,1,UNDER,0.1,,,FG3M,STRONG,Hit,,,,,,,,,,,,
